Nb_of_games_learned ; Nb_of_games_test ; Agent_game_won ; Random_game_won ; Recognized_states ; Total_states
1000 ; 1000 ; 481 ; 326 ; 3344 ; 24000
1800 ; 1000 ; 553 ; 305 ; 4471 ; 24000
1000 ; 1000 ; 505 ; 301 ; 3439 ; 24000
1800 ; 1000 ; 587 ; 298 ; 4496 ; 24000
1000 ; 1000 ; 529 ; 308 ; 3594 ; 24000
1800 ; 1000 ; 590 ; 293 ; 4577 ; 24000
1000 ; 1000 ; 511 ; 299 ; 3534 ; 24000
1800 ; 1000 ; 582 ; 286 ; 4547 ; 24000
1400 ; 1000 ; 539 ; 305 ; 4073 ; 24000
1800 ; 1000 ; 575 ; 298 ; 4578 ; 24000
1400 ; 1000 ; 542 ; 303 ; 3968 ; 24000
400 ; 1000 ; 461 ; 326 ; 2669 ; 24000
1400 ; 1000 ; 552 ; 336 ; 3947 ; 24000
400 ; 1000 ; 458 ; 324 ; 2616 ; 24000
1400 ; 1000 ; 543 ; 295 ; 3959 ; 24000
400 ; 1000 ; 426 ; 313 ; 2555 ; 24000
1400 ; 1000 ; 550 ; 313 ; 4008 ; 24000
400 ; 1000 ; 464 ; 296 ; 2591 ; 24000
1400 ; 1000 ; 558 ; 305 ; 4047 ; 24000
400 ; 1000 ; 466 ; 300 ; 2560 ; 24000
1400 ; 1000 ; 549 ; 320 ; 3977 ; 24000
400 ; 1000 ; 457 ; 295 ; 2651 ; 24000
1400 ; 1000 ; 563 ; 301 ; 4143 ; 24000
400 ; 1000 ; 453 ; 309 ; 2649 ; 24000
1400 ; 1000 ; 575 ; 277 ; 4094 ; 24000
400 ; 1000 ; 470 ; 325 ; 2652 ; 24000
1400 ; 1000 ; 550 ; 310 ; 3989 ; 24000
400 ; 1000 ; 458 ; 307 ; 2610 ; 24000
2800 ; 1000 ; 594 ; 295 ; 5078 ; 24000
400 ; 1000 ; 466 ; 305 ; 2641 ; 24000
2800 ; 1000 ; 608 ; 275 ; 5246 ; 24000
3800 ; 1000 ; 663 ; 295 ; 5589 ; 24000
2800 ; 1000 ; 600 ; 280 ; 5289 ; 24000
3800 ; 1000 ; 628 ; 319 ; 5361 ; 24000
2800 ; 1000 ; 633 ; 307 ; 5254 ; 24000
3800 ; 1000 ; 652 ; 294 ; 5557 ; 24000
2800 ; 1000 ; 639 ; 309 ; 5318 ; 24000
3800 ; 1000 ; 657 ; 288 ; 5578 ; 24000
2800 ; 1000 ; 616 ; 302 ; 5293 ; 24000
3800 ; 1000 ; 653 ; 289 ; 5492 ; 24000
2800 ; 1000 ; 614 ; 305 ; 5222 ; 24000
3800 ; 1000 ; 641 ; 313 ; 5589 ; 24000
2800 ; 1000 ; 617 ; 301 ; 5192 ; 24000
3800 ; 1000 ; 633 ; 269 ; 5605 ; 24000
2800 ; 1000 ; 631 ; 296 ; 5283 ; 24000
3800 ; 1000 ; 662 ; 322 ; 5492 ; 24000
2800 ; 1000 ; 617 ; 330 ; 5250 ; 24000
3800 ; 1000 ; 629 ; 291 ; 5435 ; 24000
3000 ; 1000 ; 607 ; 297 ; 5273 ; 24000
3800 ; 1000 ; 635 ; 299 ; 5469 ; 24000
3000 ; 1000 ; 599 ; 291 ; 5190 ; 24000
1000 ; 1000 ; 530 ; 274 ; 3713 ; 24000
3000 ; 1000 ; 618 ; 301 ; 5391 ; 24000
1000 ; 1000 ; 526 ; 318 ; 3482 ; 24000
3000 ; 1000 ; 616 ; 288 ; 5296 ; 24000
1000 ; 1000 ; 534 ; 294 ; 3533 ; 24000
3000 ; 1000 ; 621 ; 315 ; 5397 ; 24000
1000 ; 1000 ; 528 ; 294 ; 3704 ; 24000
3000 ; 1000 ; 605 ; 300 ; 5361 ; 24000
1000 ; 1000 ; 508 ; 287 ; 3553 ; 24000
3000 ; 1000 ; 631 ; 282 ; 5436 ; 24000
1000 ; 1000 ; 575 ; 302 ; 3730 ; 24000
3000 ; 1000 ; 628 ; 314 ; 5410 ; 24000
1000 ; 1000 ; 536 ; 313 ; 3710 ; 24000
3000 ; 1000 ; 621 ; 306 ; 5381 ; 24000
1000 ; 1000 ; 540 ; 307 ; 3645 ; 24000
3000 ; 1000 ; 628 ; 293 ; 5388 ; 24000
1000 ; 1000 ; 557 ; 317 ; 3696 ; 24000
2400 ; 1000 ; 578 ; 330 ; 4705 ; 24000
1000 ; 1000 ; 515 ; 295 ; 3502 ; 24000
2400 ; 1000 ; 557 ; 301 ; 4641 ; 24000
1400 ; 1000 ; 555 ; 294 ; 4238 ; 24000
2400 ; 1000 ; 586 ; 298 ; 4817 ; 24000
1400 ; 1000 ; 553 ; 337 ; 4241 ; 24000
2400 ; 1000 ; 592 ; 299 ; 4877 ; 24000
1400 ; 1000 ; 527 ; 299 ; 4056 ; 24000
2400 ; 1000 ; 582 ; 300 ; 4822 ; 24000
1400 ; 1000 ; 559 ; 294 ; 4121 ; 24000
2400 ; 1000 ; 608 ; 302 ; 4766 ; 24000
1400 ; 1000 ; 551 ; 274 ; 4089 ; 24000
2400 ; 1000 ; 571 ; 298 ; 4792 ; 24000
1400 ; 1000 ; 556 ; 304 ; 4084 ; 24000
2400 ; 1000 ; 599 ; 311 ; 4789 ; 24000
1400 ; 1000 ; 562 ; 293 ; 4136 ; 24000
2400 ; 1000 ; 604 ; 305 ; 4718 ; 24000
1400 ; 1000 ; 526 ; 292 ; 4083 ; 24000
2400 ; 1000 ; 572 ; 295 ; 4799 ; 24000
2400 ; 1000 ; 577 ; 304 ; 4630 ; 24000
1400 ; 1000 ; 576 ; 315 ; 4211 ; 24000
2400 ; 1000 ; 591 ; 314 ; 4712 ; 24000
1400 ; 1000 ; 585 ; 310 ; 4133 ; 24000
2400 ; 1000 ; 596 ; 295 ; 4718 ; 24000
2800 ; 1000 ; 608 ; 312 ; 4962 ; 24000
2400 ; 1000 ; 592 ; 281 ; 4642 ; 24000
2800 ; 1000 ; 597 ; 292 ; 5064 ; 24000
2400 ; 1000 ; 582 ; 300 ; 4647 ; 24000
2800 ; 1000 ; 592 ; 305 ; 4916 ; 24000
2400 ; 1000 ; 610 ; 318 ; 4689 ; 24000
2800 ; 1000 ; 594 ; 308 ; 5010 ; 24000
2400 ; 1000 ; 592 ; 301 ; 4620 ; 24000
2800 ; 1000 ; 568 ; 292 ; 5063 ; 24000
2400 ; 1000 ; 605 ; 291 ; 4736 ; 24000
2800 ; 1000 ; 633 ; 295 ; 5058 ; 24000
2400 ; 1000 ; 595 ; 290 ; 4596 ; 24000
2800 ; 1000 ; 584 ; 312 ; 5088 ; 24000
2400 ; 1000 ; 611 ; 324 ; 4698 ; 24000
2800 ; 1000 ; 606 ; 315 ; 5043 ; 24000
2400 ; 1000 ; 631 ; 305 ; 4879 ; 24000
2800 ; 1000 ; 620 ; 309 ; 5235 ; 24000
2400 ; 1000 ; 611 ; 284 ; 4872 ; 24000
2800 ; 1000 ; 628 ; 295 ; 5113 ; 24000
2400 ; 1000 ; 629 ; 309 ; 5019 ; 24000
3000 ; 1000 ; 624 ; 281 ; 5072 ; 24000
2400 ; 1000 ; 585 ; 296 ; 4862 ; 24000
3000 ; 1000 ; 598 ; 299 ; 5109 ; 24000
2400 ; 1000 ; 577 ; 296 ; 4738 ; 24000
3000 ; 1000 ; 615 ; 291 ; 5165 ; 24000
2400 ; 1000 ; 602 ; 314 ; 4853 ; 24000
3000 ; 1000 ; 605 ; 303 ; 5114 ; 24000
2400 ; 1000 ; 594 ; 300 ; 4936 ; 24000
3000 ; 1000 ; 629 ; 292 ; 5212 ; 24000
2400 ; 1000 ; 590 ; 274 ; 4903 ; 24000
3000 ; 1000 ; 601 ; 308 ; 5181 ; 24000
2400 ; 1000 ; 591 ; 300 ; 4851 ; 24000
3000 ; 1000 ; 642 ; 300 ; 5236 ; 24000
2400 ; 1000 ; 578 ; 339 ; 4919 ; 24000
3000 ; 1000 ; 605 ; 298 ; 5026 ; 24000
1400 ; 1000 ; 496 ; 291 ; 4041 ; 24000
3000 ; 1000 ; 610 ; 328 ; 5231 ; 24000
1400 ; 1000 ; 528 ; 305 ; 4083 ; 24000
3000 ; 1000 ; 613 ; 284 ; 5222 ; 24000
1400 ; 1000 ; 546 ; 294 ; 4046 ; 24000
2400 ; 1000 ; 613 ; 298 ; 4895 ; 24000
1400 ; 1000 ; 531 ; 310 ; 4043 ; 24000
2400 ; 1000 ; 602 ; 296 ; 4804 ; 24000
1400 ; 1000 ; 547 ; 332 ; 4054 ; 24000
2400 ; 1000 ; 602 ; 303 ; 4791 ; 24000
1400 ; 1000 ; 545 ; 316 ; 4067 ; 24000
2400 ; 1000 ; 598 ; 291 ; 4868 ; 24000
1400 ; 1000 ; 516 ; 285 ; 4090 ; 24000
2400 ; 1000 ; 626 ; 302 ; 4954 ; 24000
1400 ; 1000 ; 549 ; 310 ; 4011 ; 24000
2400 ; 1000 ; 622 ; 316 ; 4942 ; 24000
1400 ; 1000 ; 557 ; 303 ; 4102 ; 24000
2400 ; 1000 ; 584 ; 305 ; 4773 ; 24000
1400 ; 1000 ; 536 ; 327 ; 4053 ; 24000
2400 ; 1000 ; 597 ; 264 ; 4931 ; 24000
4800 ; 1000 ; 654 ; 332 ; 5794 ; 24000
2400 ; 1000 ; 600 ; 301 ; 4814 ; 24000
4800 ; 1000 ; 662 ; 293 ; 5805 ; 24000
2400 ; 1000 ; 604 ; 296 ; 4867 ; 24000
4800 ; 1000 ; 669 ; 275 ; 5803 ; 24000
4800 ; 1000 ; 643 ; 287 ; 5764 ; 24000
2400 ; 1000 ; 618 ; 294 ; 4940 ; 24000
4800 ; 1000 ; 671 ; 311 ; 5811 ; 24000
2400 ; 1000 ; 614 ; 291 ; 4874 ; 24000
4800 ; 1000 ; 665 ; 327 ; 5661 ; 24000
2400 ; 1000 ; 627 ; 295 ; 4916 ; 24000
4800 ; 1000 ; 637 ; 315 ; 5754 ; 24000
2400 ; 1000 ; 625 ; 295 ; 4969 ; 24000
4800 ; 1000 ; 654 ; 286 ; 5857 ; 24000
2400 ; 1000 ; 615 ; 293 ; 5001 ; 24000
4800 ; 1000 ; 677 ; 316 ; 5869 ; 24000
2400 ; 1000 ; 645 ; 330 ; 5066 ; 24000
4800 ; 1000 ; 648 ; 315 ; 5678 ; 24000
2400 ; 1000 ; 636 ; 291 ; 4951 ; 24000
5400 ; 1000 ; 651 ; 313 ; 5839 ; 24000
2400 ; 1000 ; 616 ; 317 ; 4896 ; 24000
5400 ; 1000 ; 654 ; 299 ; 5987 ; 24000
2400 ; 1000 ; 579 ; 288 ; 4865 ; 24000
5400 ; 1000 ; 646 ; 298 ; 5962 ; 24000
2400 ; 1000 ; 596 ; 311 ; 4761 ; 24000
5400 ; 1000 ; 663 ; 293 ; 5974 ; 24000
2400 ; 1000 ; 587 ; 316 ; 4700 ; 24000
5400 ; 1000 ; 669 ; 304 ; 5913 ; 24000
2400 ; 1000 ; 598 ; 324 ; 4747 ; 24000
5400 ; 1000 ; 673 ; 289 ; 5983 ; 24000
2400 ; 1000 ; 613 ; 313 ; 4928 ; 24000
5400 ; 1000 ; 678 ; 303 ; 6051 ; 24000
2400 ; 1000 ; 610 ; 297 ; 4835 ; 24000
5400 ; 1000 ; 653 ; 316 ; 5977 ; 24000
2400 ; 1000 ; 601 ; 274 ; 4791 ; 24000
5400 ; 1000 ; 641 ; 295 ; 5821 ; 24000
2400 ; 1000 ; 607 ; 290 ; 4906 ; 24000
5400 ; 1000 ; 660 ; 288 ; 5899 ; 24000
2400 ; 1000 ; 595 ; 316 ; 4764 ; 24000
4000 ; 1000 ; 640 ; 306 ; 5590 ; 24000
2400 ; 1000 ; 646 ; 307 ; 4971 ; 24000
4000 ; 1000 ; 635 ; 318 ; 5567 ; 24000
2400 ; 1000 ; 591 ; 279 ; 4820 ; 24000
4000 ; 1000 ; 649 ; 299 ; 5674 ; 24000
2400 ; 1000 ; 583 ; 306 ; 4766 ; 24000
4000 ; 1000 ; 652 ; 318 ; 5404 ; 24000
1400 ; 1000 ; 566 ; 323 ; 4246 ; 24000
4000 ; 1000 ; 648 ; 276 ; 5445 ; 24000
1400 ; 1000 ; 526 ; 323 ; 3988 ; 24000
4000 ; 1000 ; 696 ; 316 ; 5698 ; 24000
1400 ; 1000 ; 554 ; 312 ; 4149 ; 24000
4000 ; 1000 ; 636 ; 319 ; 5476 ; 24000
1400 ; 1000 ; 556 ; 295 ; 4143 ; 24000
4000 ; 1000 ; 639 ; 298 ; 5439 ; 24000
1400 ; 1000 ; 547 ; 291 ; 4111 ; 24000
4000 ; 1000 ; 639 ; 292 ; 5458 ; 24000
1400 ; 1000 ; 554 ; 309 ; 4096 ; 24000
4000 ; 1000 ; 663 ; 294 ; 5601 ; 24000
1400 ; 1000 ; 534 ; 304 ; 3964 ; 24000
1600 ; 1000 ; 565 ; 322 ; 4392 ; 24000
1400 ; 1000 ; 537 ; 297 ; 4158 ; 24000
1600 ; 1000 ; 556 ; 293 ; 4149 ; 24000
1400 ; 1000 ; 530 ; 293 ; 4118 ; 24000
1600 ; 1000 ; 574 ; 301 ; 4350 ; 24000
1400 ; 1000 ; 576 ; 310 ; 4149 ; 24000
1600 ; 1000 ; 570 ; 297 ; 4341 ; 24000
4800 ; 1000 ; 677 ; 304 ; 5824 ; 24000
1600 ; 1000 ; 562 ; 292 ; 4335 ; 24000
4800 ; 1000 ; 646 ; 285 ; 5704 ; 24000
1600 ; 1000 ; 543 ; 288 ; 4250 ; 24000
4800 ; 1000 ; 660 ; 317 ; 5895 ; 24000
1600 ; 1000 ; 605 ; 306 ; 4461 ; 24000
4800 ; 1000 ; 658 ; 290 ; 5757 ; 24000
1600 ; 1000 ; 579 ; 283 ; 4460 ; 24000
4800 ; 1000 ; 643 ; 318 ; 5739 ; 24000
1600 ; 1000 ; 596 ; 296 ; 4486 ; 24000
4800 ; 1000 ; 661 ; 325 ; 5699 ; 24000
1600 ; 1000 ; 569 ; 305 ; 4301 ; 24000
4800 ; 1000 ; 668 ; 311 ; 5849 ; 24000
1400 ; 1000 ; 547 ; 306 ; 4122 ; 24000
4800 ; 1000 ; 680 ; 291 ; 5940 ; 24000
1400 ; 1000 ; 524 ; 314 ; 3989 ; 24000
4800 ; 1000 ; 628 ; 308 ; 5745 ; 24000
1400 ; 1000 ; 536 ; 303 ; 4173 ; 24000
4800 ; 1000 ; 664 ; 301 ; 5834 ; 24000
1400 ; 1000 ; 534 ; 304 ; 4071 ; 24000
5400 ; 1000 ; 686 ; 301 ; 6066 ; 24000
1400 ; 1000 ; 560 ; 304 ; 4119 ; 24000
5400 ; 1000 ; 670 ; 281 ; 5929 ; 24000
1400 ; 1000 ; 540 ; 296 ; 4153 ; 24000
5400 ; 1000 ; 675 ; 268 ; 5965 ; 24000
1400 ; 1000 ; 553 ; 319 ; 4153 ; 24000
5400 ; 1000 ; 664 ; 286 ; 5973 ; 24000
1400 ; 1000 ; 554 ; 317 ; 3980 ; 24000
5400 ; 1000 ; 677 ; 297 ; 6042 ; 24000
1400 ; 1000 ; 571 ; 286 ; 4177 ; 24000
5400 ; 1000 ; 653 ; 319 ; 6057 ; 24000
1400 ; 1000 ; 553 ; 300 ; 4153 ; 24000
5400 ; 1000 ; 670 ; 296 ; 5946 ; 24000
3000 ; 1000 ; 621 ; 291 ; 5232 ; 24000
5400 ; 1000 ; 718 ; 316 ; 6012 ; 24000
3000 ; 1000 ; 647 ; 302 ; 5275 ; 24000
3000 ; 1000 ; 630 ; 309 ; 5103 ; 24000
5400 ; 1000 ; 674 ; 283 ; 6096 ; 24000
3000 ; 1000 ; 609 ; 283 ; 5181 ; 24000
5400 ; 1000 ; 661 ; 329 ; 5835 ; 24000
3000 ; 1000 ; 574 ; 305 ; 4993 ; 24000
4000 ; 1000 ; 648 ; 315 ; 5561 ; 24000
3000 ; 1000 ; 606 ; 303 ; 5123 ; 24000
4000 ; 1000 ; 646 ; 315 ; 5479 ; 24000
3000 ; 1000 ; 615 ; 283 ; 5182 ; 24000
4000 ; 1000 ; 657 ; 296 ; 5556 ; 24000
3000 ; 1000 ; 620 ; 309 ; 5208 ; 24000
4000 ; 1000 ; 644 ; 310 ; 5554 ; 24000
3000 ; 1000 ; 641 ; 313 ; 5113 ; 24000
4000 ; 1000 ; 635 ; 299 ; 5618 ; 24000
3000 ; 1000 ; 611 ; 291 ; 5140 ; 24000
4000 ; 1000 ; 650 ; 277 ; 5559 ; 24000
4800 ; 1000 ; 643 ; 288 ; 5972 ; 24000
4000 ; 1000 ; 668 ; 304 ; 5731 ; 24000
4800 ; 1000 ; 690 ; 302 ; 6086 ; 24000
4000 ; 1000 ; 655 ; 328 ; 5570 ; 24000
4800 ; 1000 ; 661 ; 290 ; 6009 ; 24000
4000 ; 1000 ; 665 ; 289 ; 5619 ; 24000
4800 ; 1000 ; 653 ; 327 ; 5892 ; 24000
4000 ; 1000 ; 664 ; 325 ; 5620 ; 24000
4800 ; 1000 ; 656 ; 320 ; 6092 ; 24000
1600 ; 1000 ; 558 ; 297 ; 4428 ; 24000
4800 ; 1000 ; 643 ; 309 ; 5976 ; 24000
1600 ; 1000 ; 556 ; 298 ; 4418 ; 24000
4800 ; 1000 ; 638 ; 299 ; 5900 ; 24000
1600 ; 1000 ; 547 ; 303 ; 4270 ; 24000
4800 ; 1000 ; 663 ; 300 ; 6031 ; 24000
1600 ; 1000 ; 566 ; 310 ; 4475 ; 24000
4800 ; 1000 ; 670 ; 294 ; 6073 ; 24000
1600 ; 1000 ; 570 ; 272 ; 4392 ; 24000
4800 ; 1000 ; 648 ; 305 ; 6067 ; 24000
1600 ; 1000 ; 549 ; 285 ; 4355 ; 24000
1800 ; 1000 ; 593 ; 282 ; 4648 ; 24000
1600 ; 1000 ; 567 ; 295 ; 4364 ; 24000
1800 ; 1000 ; 546 ; 322 ; 4559 ; 24000
1600 ; 1000 ; 553 ; 326 ; 4358 ; 24000
1800 ; 1000 ; 562 ; 307 ; 4577 ; 24000
1600 ; 1000 ; 575 ; 294 ; 4347 ; 24000
1800 ; 1000 ; 589 ; 291 ; 4529 ; 24000
1600 ; 1000 ; 560 ; 302 ; 4271 ; 24000
1800 ; 1000 ; 586 ; 297 ; 4598 ; 24000
1400 ; 1000 ; 568 ; 301 ; 4242 ; 24000
1800 ; 1000 ; 563 ; 311 ; 4688 ; 24000
1400 ; 1000 ; 565 ; 306 ; 4160 ; 24000
1800 ; 1000 ; 580 ; 287 ; 4549 ; 24000
1400 ; 1000 ; 572 ; 320 ; 4211 ; 24000
1800 ; 1000 ; 575 ; 289 ; 4585 ; 24000
1400 ; 1000 ; 562 ; 316 ; 4156 ; 24000
1800 ; 1000 ; 589 ; 316 ; 4616 ; 24000
1400 ; 1000 ; 560 ; 278 ; 4130 ; 24000
1800 ; 1000 ; 573 ; 321 ; 4537 ; 24000
1400 ; 1000 ; 550 ; 280 ; 4082 ; 24000
2400 ; 1000 ; 557 ; 321 ; 4998 ; 24000
1400 ; 1000 ; 560 ; 321 ; 4232 ; 24000
2400 ; 1000 ; 602 ; 308 ; 5049 ; 24000
1400 ; 1000 ; 540 ; 305 ; 4106 ; 24000
2400 ; 1000 ; 572 ; 294 ; 4768 ; 24000
1400 ; 1000 ; 557 ; 307 ; 4186 ; 24000
2400 ; 1000 ; 591 ; 280 ; 5039 ; 24000
1400 ; 1000 ; 546 ; 307 ; 4199 ; 24000
2400 ; 1000 ; 569 ; 303 ; 4978 ; 24000
3000 ; 1000 ; 623 ; 326 ; 5227 ; 24000
2400 ; 1000 ; 608 ; 335 ; 5051 ; 24000
3000 ; 1000 ; 607 ; 317 ; 5229 ; 24000
2400 ; 1000 ; 584 ; 292 ; 5048 ; 24000
3000 ; 1000 ; 630 ; 323 ; 5010 ; 24000
2400 ; 1000 ; 600 ; 328 ; 5112 ; 24000
3000 ; 1000 ; 605 ; 293 ; 5101 ; 24000
2400 ; 1000 ; 608 ; 293 ; 5081 ; 24000
2400 ; 1000 ; 617 ; 315 ; 5020 ; 24000
3000 ; 1000 ; 601 ; 292 ; 5159 ; 24000
5600 ; 1000 ; 662 ; 317 ; 5812 ; 24000
3000 ; 1000 ; 636 ; 299 ; 5221 ; 24000
5600 ; 1000 ; 646 ; 318 ; 5722 ; 24000
3000 ; 1000 ; 648 ; 310 ; 5210 ; 24000
5600 ; 1000 ; 661 ; 320 ; 5595 ; 24000
3000 ; 1000 ; 612 ; 308 ; 5159 ; 24000
5600 ; 1000 ; 633 ; 307 ; 5674 ; 24000
3000 ; 1000 ; 612 ; 297 ; 5218 ; 24000
5600 ; 1000 ; 652 ; 300 ; 5631 ; 24000
3000 ; 1000 ; 625 ; 297 ; 5229 ; 24000
5600 ; 1000 ; 643 ; 335 ; 5610 ; 24000
4800 ; 1000 ; 658 ; 291 ; 5753 ; 24000
5600 ; 1000 ; 661 ; 312 ; 5623 ; 24000
4800 ; 1000 ; 656 ; 302 ; 5748 ; 24000
5600 ; 1000 ; 654 ; 311 ; 5674 ; 24000
4800 ; 1000 ; 633 ; 291 ; 5764 ; 24000
5600 ; 1000 ; 619 ; 274 ; 5676 ; 24000
4800 ; 1000 ; 603 ; 298 ; 5626 ; 24000
5600 ; 1000 ; 651 ; 312 ; 5610 ; 24000
4800 ; 1000 ; 674 ; 301 ; 5827 ; 24000
1400 ; 1000 ; 550 ; 294 ; 4227 ; 24000
4800 ; 1000 ; 681 ; 334 ; 5857 ; 24000
1400 ; 1000 ; 544 ; 318 ; 4210 ; 24000
4800 ; 1000 ; 654 ; 302 ; 5725 ; 24000
1400 ; 1000 ; 580 ; 283 ; 4384 ; 24000
4800 ; 1000 ; 659 ; 297 ; 5785 ; 24000
1400 ; 1000 ; 604 ; 289 ; 4370 ; 24000
4800 ; 1000 ; 660 ; 302 ; 5727 ; 24000
1400 ; 1000 ; 558 ; 295 ; 4305 ; 24000
4800 ; 1000 ; 635 ; 292 ; 5707 ; 24000
1400 ; 1000 ; 536 ; 273 ; 4117 ; 24000
1800 ; 1000 ; 537 ; 284 ; 4425 ; 24000
1400 ; 1000 ; 569 ; 279 ; 4311 ; 24000
1800 ; 1000 ; 568 ; 306 ; 4532 ; 24000
1400 ; 1000 ; 556 ; 302 ; 4131 ; 24000
1800 ; 1000 ; 568 ; 292 ; 4358 ; 24000
1400 ; 1000 ; 565 ; 304 ; 4201 ; 24000
1800 ; 1000 ; 555 ; 306 ; 4484 ; 24000
1400 ; 1000 ; 566 ; 274 ; 4245 ; 24000
1800 ; 1000 ; 580 ; 305 ; 4539 ; 24000
2000 ; 1000 ; 581 ; 303 ; 4772 ; 24000
1800 ; 1000 ; 577 ; 308 ; 4461 ; 24000
2000 ; 1000 ; 614 ; 293 ; 4753 ; 24000
1800 ; 1000 ; 559 ; 299 ; 4467 ; 24000
2000 ; 1000 ; 598 ; 320 ; 4627 ; 24000
1800 ; 1000 ; 582 ; 335 ; 4488 ; 24000
2000 ; 1000 ; 594 ; 307 ; 4657 ; 24000
1800 ; 1000 ; 574 ; 303 ; 4502 ; 24000
2000 ; 1000 ; 593 ; 293 ; 4636 ; 24000
1800 ; 1000 ; 569 ; 311 ; 4302 ; 24000
2000 ; 1000 ; 573 ; 286 ; 4645 ; 24000
2400 ; 1000 ; 613 ; 310 ; 4922 ; 24000
2000 ; 1000 ; 572 ; 281 ; 4701 ; 24000
2400 ; 1000 ; 622 ; 319 ; 4923 ; 24000
2000 ; 1000 ; 604 ; 317 ; 4627 ; 24000
2400 ; 1000 ; 603 ; 308 ; 4707 ; 24000
2000 ; 1000 ; 567 ; 277 ; 4548 ; 24000
2400 ; 1000 ; 632 ; 314 ; 5045 ; 24000
2000 ; 1000 ; 591 ; 301 ; 4773 ; 24000
2400 ; 1000 ; 591 ; 299 ; 5014 ; 24000
3200 ; 1000 ; 638 ; 310 ; 5249 ; 24000
2400 ; 1000 ; 606 ; 290 ; 5061 ; 24000
3200 ; 1000 ; 605 ; 320 ; 5218 ; 24000
2400 ; 1000 ; 609 ; 314 ; 5030 ; 24000
3200 ; 1000 ; 603 ; 314 ; 5052 ; 24000
2400 ; 1000 ; 589 ; 309 ; 4837 ; 24000
3200 ; 1000 ; 617 ; 327 ; 5232 ; 24000
2400 ; 1000 ; 573 ; 276 ; 4809 ; 24000
3200 ; 1000 ; 614 ; 278 ; 5234 ; 24000
3200 ; 1000 ; 608 ; 297 ; 5110 ; 24000
2400 ; 1000 ; 602 ; 303 ; 4905 ; 24000
3200 ; 1000 ; 617 ; 268 ; 5262 ; 24000
5600 ; 1000 ; 678 ; 298 ; 6016 ; 24000
3200 ; 1000 ; 604 ; 294 ; 5131 ; 24000
5600 ; 1000 ; 674 ; 331 ; 5977 ; 24000
3200 ; 1000 ; 626 ; 280 ; 5162 ; 24000
5600 ; 1000 ; 711 ; 331 ; 6004 ; 24000
3200 ; 1000 ; 628 ; 299 ; 5313 ; 24000
5600 ; 1000 ; 662 ; 317 ; 5979 ; 24000
2000 ; 1000 ; 583 ; 307 ; 4579 ; 24000
5600 ; 1000 ; 702 ; 296 ; 6102 ; 24000
2000 ; 1000 ; 562 ; 319 ; 4519 ; 24000
5600 ; 1000 ; 671 ; 295 ; 6051 ; 24000
2000 ; 1000 ; 557 ; 293 ; 4522 ; 24000
5600 ; 1000 ; 681 ; 300 ; 6016 ; 24000
2000 ; 1000 ; 566 ; 272 ; 4514 ; 24000
5600 ; 1000 ; 665 ; 294 ; 5898 ; 24000
2000 ; 1000 ; 551 ; 319 ; 4458 ; 24000
5600 ; 1000 ; 654 ; 302 ; 5961 ; 24000
2000 ; 1000 ; 557 ; 291 ; 4496 ; 24000
5600 ; 1000 ; 674 ; 309 ; 6046 ; 24000
2000 ; 1000 ; 564 ; 270 ; 4644 ; 24000
1400 ; 1000 ; 571 ; 302 ; 4093 ; 24000
2000 ; 1000 ; 564 ; 301 ; 4620 ; 24000
1400 ; 1000 ; 564 ; 299 ; 4156 ; 24000
2000 ; 1000 ; 554 ; 288 ; 4465 ; 24000
1400 ; 1000 ; 565 ; 340 ; 4139 ; 24000
2000 ; 1000 ; 574 ; 303 ; 4614 ; 24000
1400 ; 1000 ; 550 ; 286 ; 4110 ; 24000
5400 ; 1000 ; 647 ; 274 ; 5866 ; 24000
1400 ; 1000 ; 571 ; 305 ; 4172 ; 24000
5400 ; 1000 ; 663 ; 302 ; 6006 ; 24000
1400 ; 1000 ; 543 ; 319 ; 4227 ; 24000
5400 ; 1000 ; 649 ; 315 ; 5941 ; 24000
1400 ; 1000 ; 567 ; 295 ; 4122 ; 24000
5400 ; 1000 ; 655 ; 293 ; 5964 ; 24000
1400 ; 1000 ; 547 ; 303 ; 4108 ; 24000
5400 ; 1000 ; 646 ; 293 ; 6011 ; 24000
1400 ; 1000 ; 569 ; 307 ; 4172 ; 24000
5400 ; 1000 ; 670 ; 331 ; 5965 ; 24000
1400 ; 1000 ; 545 ; 312 ; 4024 ; 24000
5400 ; 1000 ; 642 ; 308 ; 5858 ; 24000
2000 ; 1000 ; 590 ; 289 ; 4593 ; 24000
5400 ; 1000 ; 662 ; 288 ; 5848 ; 24000
2000 ; 1000 ; 571 ; 305 ; 4602 ; 24000
5400 ; 1000 ; 663 ; 299 ; 6115 ; 24000
2000 ; 1000 ; 597 ; 299 ; 4574 ; 24000
5400 ; 1000 ; 622 ; 298 ; 5832 ; 24000
2000 ; 1000 ; 581 ; 294 ; 4664 ; 24000
200 ; 1000 ; 391 ; 321 ; 1894 ; 24000
2000 ; 1000 ; 611 ; 314 ; 4741 ; 24000
200 ; 1000 ; 383 ; 302 ; 1922 ; 24000
2000 ; 1000 ; 593 ; 309 ; 4594 ; 24000
200 ; 1000 ; 419 ; 333 ; 1921 ; 24000
2000 ; 1000 ; 599 ; 322 ; 4562 ; 24000
200 ; 1000 ; 399 ; 293 ; 1976 ; 24000
