Nb_of_games_learned ; Nb_of_games_test ; Agent_game_won ; Random_game_won ; Recognized_states ; Total_states
350000 ; 1000 ; 832 ; 323 ; 14654 ; 24000
170000 ; 1000 ; 825 ; 285 ; 13561 ; 24000
170000 ; 1000 ; 862 ; 297 ; 13531 ; 24000
350000 ; 1000 ; 853 ; 298 ; 14730 ; 24000
170000 ; 1000 ; 839 ; 281 ; 13676 ; 24000
170000 ; 1000 ; 855 ; 303 ; 13667 ; 24000
350000 ; 1000 ; 844 ; 271 ; 14615 ; 24000
170000 ; 1000 ; 804 ; 297 ; 13524 ; 24000
170000 ; 1000 ; 886 ; 268 ; 13796 ; 24000
350000 ; 1000 ; 858 ; 313 ; 14627 ; 24000
170000 ; 1000 ; 831 ; 289 ; 13508 ; 24000
170000 ; 1000 ; 873 ; 313 ; 13824 ; 24000
170000 ; 1000 ; 860 ; 317 ; 13704 ; 24000
170000 ; 1000 ; 871 ; 295 ; 13778 ; 24000
166000 ; 1000 ; 857 ; 296 ; 13923 ; 24000
396000 ; 1000 ; 819 ; 311 ; 14389 ; 24000
166000 ; 1000 ; 850 ; 291 ; 13910 ; 24000
396000 ; 1000 ; 824 ; 287 ; 14481 ; 24000
166000 ; 1000 ; 852 ; 284 ; 13838 ; 24000
396000 ; 1000 ; 828 ; 309 ; 14488 ; 24000
166000 ; 1000 ; 847 ; 311 ; 13836 ; 24000
396000 ; 1000 ; 864 ; 286 ; 14630 ; 24000
396000 ; 1000 ; 838 ; 293 ; 14397 ; 24000
166000 ; 1000 ; 847 ; 331 ; 13822 ; 24000
396000 ; 1000 ; 874 ; 296 ; 14475 ; 24000
396000 ; 1000 ; 837 ; 278 ; 14552 ; 24000
166000 ; 1000 ; 838 ; 299 ; 13887 ; 24000
396000 ; 1000 ; 871 ; 291 ; 14567 ; 24000
396000 ; 1000 ; 838 ; 283 ; 14616 ; 24000
166000 ; 1000 ; 860 ; 288 ; 13909 ; 24000
396000 ; 1000 ; 873 ; 298 ; 14581 ; 24000
396000 ; 1000 ; 831 ; 296 ; 14530 ; 24000
166000 ; 1000 ; 843 ; 298 ; 13793 ; 24000
396000 ; 1000 ; 871 ; 275 ; 14582 ; 24000
396000 ; 1000 ; 819 ; 290 ; 14460 ; 24000
166000 ; 1000 ; 852 ; 325 ; 13846 ; 24000
396000 ; 1000 ; 863 ; 307 ; 14607 ; 24000
396000 ; 1000 ; 831 ; 318 ; 14440 ; 24000
166000 ; 1000 ; 847 ; 316 ; 13792 ; 24000
396000 ; 1000 ; 883 ; 296 ; 14649 ; 24000
396000 ; 1000 ; 851 ; 292 ; 14498 ; 24000
396000 ; 1000 ; 868 ; 352 ; 14554 ; 24000
70000 ; 1000 ; 842 ; 327 ; 13062 ; 24000
14000 ; 1000 ; 805 ; 307 ; 11041 ; 24000
396000 ; 1000 ; 897 ; 309 ; 14662 ; 24000
70000 ; 1000 ; 845 ; 307 ; 13013 ; 24000
14000 ; 1000 ; 794 ; 314 ; 10948 ; 24000
396000 ; 1000 ; 863 ; 313 ; 14554 ; 24000
70000 ; 1000 ; 857 ; 299 ; 12988 ; 24000
14000 ; 1000 ; 800 ; 319 ; 10951 ; 24000
70000 ; 1000 ; 833 ; 300 ; 12982 ; 24000
14000 ; 1000 ; 830 ; 303 ; 11083 ; 24000
14000 ; 1000 ; 783 ; 307 ; 10964 ; 24000
70000 ; 1000 ; 830 ; 298 ; 12890 ; 24000
14000 ; 1000 ; 840 ; 284 ; 11126 ; 24000
14000 ; 1000 ; 798 ; 312 ; 10897 ; 24000
70000 ; 1000 ; 831 ; 312 ; 12990 ; 24000
14000 ; 1000 ; 843 ; 291 ; 11219 ; 24000
14000 ; 1000 ; 786 ; 280 ; 11033 ; 24000
70000 ; 1000 ; 858 ; 304 ; 13061 ; 24000
14000 ; 1000 ; 809 ; 301 ; 11045 ; 24000
14000 ; 1000 ; 835 ; 310 ; 11067 ; 24000
70000 ; 1000 ; 818 ; 306 ; 12899 ; 24000
14000 ; 1000 ; 810 ; 315 ; 10997 ; 24000
14000 ; 1000 ; 822 ; 299 ; 11154 ; 24000
70000 ; 1000 ; 847 ; 323 ; 13167 ; 24000
14000 ; 1000 ; 793 ; 283 ; 11059 ; 24000
14000 ; 1000 ; 831 ; 305 ; 11168 ; 24000
70000 ; 1000 ; 845 ; 312 ; 13048 ; 24000
14000 ; 1000 ; 814 ; 300 ; 10954 ; 24000
14000 ; 1000 ; 850 ; 324 ; 11128 ; 24000
8000 ; 1000 ; 785 ; 315 ; 10554 ; 24000
14000 ; 1000 ; 843 ; 306 ; 11195 ; 24000
8000 ; 1000 ; 788 ; 304 ; 10595 ; 24000
14000 ; 1000 ; 836 ; 310 ; 11046 ; 24000
378000 ; 1000 ; 848 ; 282 ; 14856 ; 24000
8000 ; 1000 ; 771 ; 275 ; 10507 ; 24000
14000 ; 1000 ; 841 ; 306 ; 11069 ; 24000
378000 ; 1000 ; 855 ; 314 ; 14813 ; 24000
8000 ; 1000 ; 784 ; 308 ; 10553 ; 24000
8000 ; 1000 ; 814 ; 303 ; 10769 ; 24000
378000 ; 1000 ; 887 ; 315 ; 14939 ; 24000
8000 ; 1000 ; 815 ; 331 ; 10610 ; 24000
8000 ; 1000 ; 825 ; 287 ; 10656 ; 24000
378000 ; 1000 ; 841 ; 324 ; 14925 ; 24000
8000 ; 1000 ; 752 ; 332 ; 10426 ; 24000
8000 ; 1000 ; 810 ; 304 ; 10637 ; 24000
378000 ; 1000 ; 843 ; 277 ; 14972 ; 24000
8000 ; 1000 ; 765 ; 302 ; 10388 ; 24000
8000 ; 1000 ; 803 ; 303 ; 10690 ; 24000
378000 ; 1000 ; 861 ; 309 ; 14723 ; 24000
8000 ; 1000 ; 789 ; 302 ; 10542 ; 24000
8000 ; 1000 ; 811 ; 307 ; 10709 ; 24000
378000 ; 1000 ; 842 ; 309 ; 14787 ; 24000
8000 ; 1000 ; 766 ; 315 ; 10480 ; 24000
8000 ; 1000 ; 818 ; 302 ; 10697 ; 24000
378000 ; 1000 ; 860 ; 311 ; 14963 ; 24000
8000 ; 1000 ; 771 ; 290 ; 10417 ; 24000
8000 ; 1000 ; 823 ; 311 ; 10679 ; 24000
378000 ; 1000 ; 844 ; 314 ; 14881 ; 24000
126000 ; 1000 ; 842 ; 293 ; 13409 ; 24000
8000 ; 1000 ; 837 ; 287 ; 10782 ; 24000
378000 ; 1000 ; 872 ; 307 ; 14826 ; 24000
126000 ; 1000 ; 823 ; 342 ; 13291 ; 24000
8000 ; 1000 ; 824 ; 332 ; 10778 ; 24000
126000 ; 1000 ; 845 ; 306 ; 13325 ; 24000
8000 ; 1000 ; 812 ; 297 ; 10763 ; 24000
126000 ; 1000 ; 821 ; 303 ; 13245 ; 24000
150000 ; 1000 ; 850 ; 310 ; 13859 ; 24000
126000 ; 1000 ; 825 ; 300 ; 13365 ; 24000
126000 ; 1000 ; 856 ; 298 ; 13396 ; 24000
150000 ; 1000 ; 854 ; 295 ; 13863 ; 24000
126000 ; 1000 ; 800 ; 306 ; 13278 ; 24000
150000 ; 1000 ; 862 ; 301 ; 13835 ; 24000
126000 ; 1000 ; 867 ; 310 ; 13330 ; 24000
126000 ; 1000 ; 816 ; 319 ; 13383 ; 24000
126000 ; 1000 ; 857 ; 282 ; 13341 ; 24000
150000 ; 1000 ; 844 ; 292 ; 13736 ; 24000
126000 ; 1000 ; 838 ; 254 ; 13341 ; 24000
126000 ; 1000 ; 863 ; 288 ; 13337 ; 24000
150000 ; 1000 ; 830 ; 292 ; 13626 ; 24000
126000 ; 1000 ; 823 ; 334 ; 13367 ; 24000
126000 ; 1000 ; 848 ; 299 ; 13364 ; 24000
150000 ; 1000 ; 846 ; 302 ; 13850 ; 24000
126000 ; 1000 ; 805 ; 332 ; 13161 ; 24000
126000 ; 1000 ; 857 ; 299 ; 13353 ; 24000
150000 ; 1000 ; 840 ; 320 ; 13782 ; 24000
150000 ; 1000 ; 837 ; 283 ; 13681 ; 24000
126000 ; 1000 ; 847 ; 294 ; 13267 ; 24000
64000 ; 1000 ; 834 ; 317 ; 12661 ; 24000
150000 ; 1000 ; 843 ; 289 ; 13900 ; 24000
126000 ; 1000 ; 865 ; 272 ; 13342 ; 24000
64000 ; 1000 ; 809 ; 303 ; 12572 ; 24000
150000 ; 1000 ; 839 ; 304 ; 13868 ; 24000
126000 ; 1000 ; 861 ; 294 ; 13259 ; 24000
64000 ; 1000 ; 809 ; 288 ; 12566 ; 24000
126000 ; 1000 ; 858 ; 285 ; 13292 ; 24000
64000 ; 1000 ; 813 ; 307 ; 12530 ; 24000
36000 ; 1000 ; 821 ; 274 ; 12437 ; 24000
64000 ; 1000 ; 821 ; 292 ; 12617 ; 24000
36000 ; 1000 ; 832 ; 316 ; 12208 ; 24000
64000 ; 1000 ; 841 ; 296 ; 12572 ; 24000
64000 ; 1000 ; 818 ; 309 ; 12495 ; 24000
36000 ; 1000 ; 827 ; 309 ; 12316 ; 24000
64000 ; 1000 ; 853 ; 297 ; 12742 ; 24000
64000 ; 1000 ; 851 ; 285 ; 12603 ; 24000
36000 ; 1000 ; 831 ; 316 ; 12371 ; 24000
64000 ; 1000 ; 861 ; 321 ; 12709 ; 24000
64000 ; 1000 ; 834 ; 302 ; 12621 ; 24000
36000 ; 1000 ; 817 ; 301 ; 12275 ; 24000
64000 ; 1000 ; 852 ; 304 ; 12700 ; 24000
64000 ; 1000 ; 804 ; 295 ; 12567 ; 24000
36000 ; 1000 ; 826 ; 289 ; 12349 ; 24000
64000 ; 1000 ; 863 ; 293 ; 12778 ; 24000
64000 ; 1000 ; 805 ; 285 ; 12578 ; 24000
36000 ; 1000 ; 841 ; 321 ; 12410 ; 24000
64000 ; 1000 ; 865 ; 296 ; 12646 ; 24000
36000 ; 1000 ; 821 ; 297 ; 12213 ; 24000
64000 ; 1000 ; 854 ; 269 ; 12681 ; 24000
36000 ; 1000 ; 846 ; 290 ; 12153 ; 24000
282000 ; 1000 ; 856 ; 314 ; 14145 ; 24000
64000 ; 1000 ; 869 ; 314 ; 12598 ; 24000
36000 ; 1000 ; 836 ; 296 ; 12357 ; 24000
282000 ; 1000 ; 834 ; 304 ; 13935 ; 24000
64000 ; 1000 ; 862 ; 319 ; 12646 ; 24000
282000 ; 1000 ; 845 ; 310 ; 14139 ; 24000
50000 ; 1000 ; 830 ; 316 ; 12582 ; 24000
64000 ; 1000 ; 857 ; 296 ; 12623 ; 24000
282000 ; 1000 ; 861 ; 296 ; 14114 ; 24000
50000 ; 1000 ; 824 ; 307 ; 12582 ; 24000
282000 ; 1000 ; 815 ; 288 ; 14023 ; 24000
50000 ; 1000 ; 836 ; 294 ; 12574 ; 24000
282000 ; 1000 ; 814 ; 296 ; 14136 ; 24000
50000 ; 1000 ; 841 ; 302 ; 12613 ; 24000
282000 ; 1000 ; 873 ; 277 ; 14202 ; 24000
282000 ; 1000 ; 847 ; 304 ; 14023 ; 24000
50000 ; 1000 ; 825 ; 302 ; 12522 ; 24000
282000 ; 1000 ; 884 ; 307 ; 14147 ; 24000
282000 ; 1000 ; 830 ; 317 ; 14051 ; 24000
50000 ; 1000 ; 835 ; 305 ; 12482 ; 24000
282000 ; 1000 ; 872 ; 306 ; 14209 ; 24000
282000 ; 1000 ; 820 ; 273 ; 13994 ; 24000
50000 ; 1000 ; 840 ; 310 ; 12637 ; 24000
282000 ; 1000 ; 888 ; 325 ; 14322 ; 24000
282000 ; 1000 ; 816 ; 305 ; 14007 ; 24000
50000 ; 1000 ; 828 ; 311 ; 12553 ; 24000
282000 ; 1000 ; 873 ; 276 ; 14352 ; 24000
50000 ; 1000 ; 844 ; 304 ; 12662 ; 24000
282000 ; 1000 ; 870 ; 304 ; 14212 ; 24000
50000 ; 1000 ; 841 ; 294 ; 12533 ; 24000
282000 ; 1000 ; 872 ; 320 ; 14280 ; 24000
282000 ; 1000 ; 860 ; 274 ; 14172 ; 24000
86000 ; 1000 ; 848 ; 287 ; 13175 ; 24000
282000 ; 1000 ; 887 ; 303 ; 14215 ; 24000
86000 ; 1000 ; 856 ; 317 ; 13211 ; 24000
282000 ; 1000 ; 870 ; 316 ; 14244 ; 24000
86000 ; 1000 ; 838 ; 329 ; 13209 ; 24000
86000 ; 1000 ; 849 ; 295 ; 13164 ; 24000
86000 ; 1000 ; 843 ; 300 ; 13108 ; 24000
86000 ; 1000 ; 843 ; 289 ; 13169 ; 24000
86000 ; 1000 ; 847 ; 330 ; 13102 ; 24000
86000 ; 1000 ; 862 ; 308 ; 13311 ; 24000
86000 ; 1000 ; 821 ; 289 ; 13108 ; 24000
86000 ; 1000 ; 857 ; 320 ; 13146 ; 24000
3394000 ; 1000 ; 864 ; 316 ; 17498 ; 24000
3394000 ; 1000 ; 843 ; 303 ; 17477 ; 24000
3394000 ; 1000 ; 855 ; 280 ; 17555 ; 24000
342000 ; 1000 ; 846 ; 305 ; 14640 ; 24000
3394000 ; 1000 ; 847 ; 271 ; 17509 ; 24000
342000 ; 1000 ; 859 ; 325 ; 14719 ; 24000
3394000 ; 1000 ; 856 ; 311 ; 17438 ; 24000
342000 ; 1000 ; 860 ; 306 ; 14828 ; 24000
3394000 ; 1000 ; 858 ; 309 ; 17380 ; 24000
342000 ; 1000 ; 872 ; 305 ; 14748 ; 24000
3394000 ; 1000 ; 853 ; 296 ; 17353 ; 24000
3394000 ; 1000 ; 880 ; 280 ; 17619 ; 24000
342000 ; 1000 ; 841 ; 310 ; 14545 ; 24000
3394000 ; 1000 ; 861 ; 297 ; 17459 ; 24000
3394000 ; 1000 ; 879 ; 297 ; 17579 ; 24000
342000 ; 1000 ; 840 ; 304 ; 14740 ; 24000
3394000 ; 1000 ; 859 ; 323 ; 17530 ; 24000
3394000 ; 1000 ; 879 ; 316 ; 17511 ; 24000
342000 ; 1000 ; 856 ; 297 ; 14671 ; 24000
3394000 ; 1000 ; 864 ; 303 ; 17471 ; 24000
3394000 ; 1000 ; 888 ; 315 ; 17565 ; 24000
342000 ; 1000 ; 864 ; 323 ; 14726 ; 24000
3394000 ; 1000 ; 873 ; 306 ; 17562 ; 24000
342000 ; 1000 ; 851 ; 292 ; 14741 ; 24000
3394000 ; 1000 ; 893 ; 308 ; 17571 ; 24000
342000 ; 1000 ; 862 ; 305 ; 14730 ; 24000
3394000 ; 1000 ; 896 ; 309 ; 17436 ; 24000
3394000 ; 1000 ; 865 ; 307 ; 17558 ; 24000
3394000 ; 1000 ; 901 ; 313 ; 17745 ; 24000
3394000 ; 1000 ; 895 ; 326 ; 17474 ; 24000
122000 ; 1000 ; 828 ; 290 ; 13324 ; 24000
122000 ; 1000 ; 813 ; 311 ; 13306 ; 24000
122000 ; 1000 ; 837 ; 293 ; 13494 ; 24000
122000 ; 1000 ; 839 ; 310 ; 13296 ; 24000
122000 ; 1000 ; 827 ; 290 ; 13284 ; 24000
122000 ; 1000 ; 833 ; 300 ; 13312 ; 24000
122000 ; 1000 ; 830 ; 310 ; 13227 ; 24000
122000 ; 1000 ; 833 ; 309 ; 13279 ; 24000
122000 ; 1000 ; 886 ; 306 ; 13404 ; 24000
122000 ; 1000 ; 820 ; 272 ; 13417 ; 24000
122000 ; 1000 ; 859 ; 303 ; 13399 ; 24000
122000 ; 1000 ; 835 ; 295 ; 13325 ; 24000
122000 ; 1000 ; 868 ; 312 ; 13305 ; 24000
22000 ; 1000 ; 803 ; 307 ; 11325 ; 24000
122000 ; 1000 ; 861 ; 301 ; 13312 ; 24000
22000 ; 1000 ; 821 ; 287 ; 11311 ; 24000
122000 ; 1000 ; 867 ; 304 ; 13291 ; 24000
2970000 ; 1000 ; 856 ; 328 ; 17790 ; 24000
22000 ; 1000 ; 800 ; 286 ; 11349 ; 24000
122000 ; 1000 ; 869 ; 300 ; 13419 ; 24000
2970000 ; 1000 ; 879 ; 317 ; 17764 ; 24000
22000 ; 1000 ; 804 ; 288 ; 11304 ; 24000
122000 ; 1000 ; 880 ; 317 ; 13327 ; 24000
2970000 ; 1000 ; 855 ; 312 ; 17617 ; 24000
22000 ; 1000 ; 800 ; 312 ; 11381 ; 24000
122000 ; 1000 ; 852 ; 316 ; 13227 ; 24000
2970000 ; 1000 ; 867 ; 299 ; 17604 ; 24000
22000 ; 1000 ; 826 ; 299 ; 11511 ; 24000
122000 ; 1000 ; 864 ; 315 ; 13366 ; 24000
2970000 ; 1000 ; 874 ; 316 ; 17665 ; 24000
22000 ; 1000 ; 828 ; 311 ; 11441 ; 24000
122000 ; 1000 ; 859 ; 307 ; 13404 ; 24000
2970000 ; 1000 ; 883 ; 289 ; 17712 ; 24000
22000 ; 1000 ; 795 ; 294 ; 11429 ; 24000
2970000 ; 1000 ; 854 ; 294 ; 17595 ; 24000
22000 ; 1000 ; 865 ; 318 ; 11620 ; 24000
22000 ; 1000 ; 785 ; 286 ; 11319 ; 24000
2970000 ; 1000 ; 847 ; 296 ; 17500 ; 24000
22000 ; 1000 ; 816 ; 280 ; 11518 ; 24000
22000 ; 1000 ; 809 ; 320 ; 11435 ; 24000
2970000 ; 1000 ; 854 ; 302 ; 17717 ; 24000
22000 ; 1000 ; 845 ; 291 ; 11572 ; 24000
2970000 ; 1000 ; 866 ; 334 ; 17707 ; 24000
160000 ; 1000 ; 805 ; 318 ; 13401 ; 24000
22000 ; 1000 ; 833 ; 280 ; 11644 ; 24000
160000 ; 1000 ; 815 ; 312 ; 13681 ; 24000
22000 ; 1000 ; 850 ; 287 ; 11655 ; 24000
160000 ; 1000 ; 812 ; 300 ; 13505 ; 24000
22000 ; 1000 ; 841 ; 309 ; 11594 ; 24000
160000 ; 1000 ; 838 ; 296 ; 13654 ; 24000
22000 ; 1000 ; 847 ; 300 ; 11706 ; 24000
160000 ; 1000 ; 832 ; 303 ; 13667 ; 24000
22000 ; 1000 ; 830 ; 297 ; 11544 ; 24000
160000 ; 1000 ; 832 ; 317 ; 13631 ; 24000
22000 ; 1000 ; 828 ; 302 ; 11514 ; 24000
160000 ; 1000 ; 822 ; 304 ; 13451 ; 24000
22000 ; 1000 ; 858 ; 306 ; 11632 ; 24000
160000 ; 1000 ; 841 ; 295 ; 13778 ; 24000
318000 ; 1000 ; 849 ; 303 ; 14507 ; 24000
160000 ; 1000 ; 832 ; 327 ; 13571 ; 24000
160000 ; 1000 ; 861 ; 305 ; 13665 ; 24000
318000 ; 1000 ; 825 ; 294 ; 14539 ; 24000
160000 ; 1000 ; 816 ; 298 ; 13486 ; 24000
160000 ; 1000 ; 878 ; 333 ; 13638 ; 24000
318000 ; 1000 ; 849 ; 289 ; 14656 ; 24000
160000 ; 1000 ; 862 ; 297 ; 13596 ; 24000
72000 ; 1000 ; 807 ; 331 ; 12509 ; 24000
318000 ; 1000 ; 859 ; 301 ; 14636 ; 24000
160000 ; 1000 ; 860 ; 277 ; 13576 ; 24000
72000 ; 1000 ; 825 ; 309 ; 12573 ; 24000
318000 ; 1000 ; 863 ; 269 ; 14773 ; 24000
160000 ; 1000 ; 870 ; 309 ; 13766 ; 24000
72000 ; 1000 ; 832 ; 321 ; 12646 ; 24000
318000 ; 1000 ; 860 ; 334 ; 14619 ; 24000
160000 ; 1000 ; 862 ; 294 ; 13629 ; 24000
72000 ; 1000 ; 839 ; 318 ; 12589 ; 24000
318000 ; 1000 ; 855 ; 306 ; 14664 ; 24000
72000 ; 1000 ; 812 ; 300 ; 12615 ; 24000
160000 ; 1000 ; 867 ; 303 ; 13631 ; 24000
318000 ; 1000 ; 856 ; 304 ; 14627 ; 24000
72000 ; 1000 ; 824 ; 316 ; 12747 ; 24000
160000 ; 1000 ; 868 ; 316 ; 13705 ; 24000
318000 ; 1000 ; 853 ; 306 ; 14647 ; 24000
72000 ; 1000 ; 832 ; 306 ; 12607 ; 24000
160000 ; 1000 ; 871 ; 282 ; 13594 ; 24000
318000 ; 1000 ; 852 ; 291 ; 14679 ; 24000
160000 ; 1000 ; 873 ; 314 ; 13737 ; 24000
72000 ; 1000 ; 836 ; 297 ; 12580 ; 24000
72000 ; 1000 ; 830 ; 326 ; 12653 ; 24000
72000 ; 1000 ; 855 ; 297 ; 12795 ; 24000
72000 ; 1000 ; 831 ; 297 ; 12681 ; 24000
262000 ; 1000 ; 858 ; 306 ; 14494 ; 24000
72000 ; 1000 ; 871 ; 318 ; 12918 ; 24000
262000 ; 1000 ; 846 ; 325 ; 14449 ; 24000
72000 ; 1000 ; 873 ; 302 ; 12921 ; 24000
348000 ; 1000 ; 824 ; 291 ; 14306 ; 24000
262000 ; 1000 ; 861 ; 319 ; 14285 ; 24000
72000 ; 1000 ; 869 ; 316 ; 12882 ; 24000
348000 ; 1000 ; 850 ; 311 ; 14328 ; 24000
262000 ; 1000 ; 850 ; 300 ; 14469 ; 24000
72000 ; 1000 ; 846 ; 308 ; 12730 ; 24000
348000 ; 1000 ; 838 ; 286 ; 14377 ; 24000
262000 ; 1000 ; 865 ; 305 ; 14422 ; 24000
72000 ; 1000 ; 861 ; 305 ; 12849 ; 24000
348000 ; 1000 ; 827 ; 309 ; 14415 ; 24000
262000 ; 1000 ; 841 ; 304 ; 14425 ; 24000
72000 ; 1000 ; 862 ; 293 ; 12835 ; 24000
348000 ; 1000 ; 823 ; 294 ; 14341 ; 24000
262000 ; 1000 ; 870 ; 332 ; 14363 ; 24000
72000 ; 1000 ; 857 ; 313 ; 12857 ; 24000
348000 ; 1000 ; 817 ; 314 ; 14302 ; 24000
262000 ; 1000 ; 851 ; 294 ; 14386 ; 24000
72000 ; 1000 ; 856 ; 319 ; 12701 ; 24000
348000 ; 1000 ; 837 ; 303 ; 14394 ; 24000
262000 ; 1000 ; 849 ; 304 ; 14350 ; 24000
72000 ; 1000 ; 858 ; 286 ; 12747 ; 24000
348000 ; 1000 ; 858 ; 313 ; 14375 ; 24000
262000 ; 1000 ; 861 ; 311 ; 14495 ; 24000
348000 ; 1000 ; 825 ; 298 ; 14404 ; 24000
348000 ; 1000 ; 845 ; 316 ; 14368 ; 24000
348000 ; 1000 ; 871 ; 300 ; 14547 ; 24000
242000 ; 1000 ; 837 ; 312 ; 14167 ; 24000
348000 ; 1000 ; 877 ; 273 ; 14466 ; 24000
242000 ; 1000 ; 872 ; 299 ; 14359 ; 24000
348000 ; 1000 ; 894 ; 323 ; 14460 ; 24000
350000 ; 1000 ; 838 ; 315 ; 14342 ; 24000
242000 ; 1000 ; 844 ; 298 ; 14233 ; 24000
348000 ; 1000 ; 880 ; 287 ; 14439 ; 24000
350000 ; 1000 ; 846 ; 276 ; 14427 ; 24000
242000 ; 1000 ; 835 ; 294 ; 14251 ; 24000
348000 ; 1000 ; 869 ; 299 ; 14461 ; 24000
350000 ; 1000 ; 836 ; 282 ; 14526 ; 24000
242000 ; 1000 ; 871 ; 300 ; 14360 ; 24000
348000 ; 1000 ; 870 ; 319 ; 14459 ; 24000
350000 ; 1000 ; 831 ; 301 ; 14414 ; 24000
242000 ; 1000 ; 849 ; 289 ; 14298 ; 24000
348000 ; 1000 ; 862 ; 309 ; 14446 ; 24000
350000 ; 1000 ; 835 ; 321 ; 14292 ; 24000
242000 ; 1000 ; 838 ; 286 ; 14382 ; 24000
348000 ; 1000 ; 888 ; 338 ; 14470 ; 24000
350000 ; 1000 ; 826 ; 307 ; 14433 ; 24000
242000 ; 1000 ; 849 ; 336 ; 14292 ; 24000
348000 ; 1000 ; 877 ; 308 ; 14460 ; 24000
350000 ; 1000 ; 833 ; 291 ; 14417 ; 24000
242000 ; 1000 ; 858 ; 321 ; 14427 ; 24000
348000 ; 1000 ; 866 ; 300 ; 14384 ; 24000
350000 ; 1000 ; 835 ; 304 ; 14317 ; 24000
242000 ; 1000 ; 839 ; 304 ; 14257 ; 24000
350000 ; 1000 ; 850 ; 277 ; 14427 ; 24000
350000 ; 1000 ; 818 ; 299 ; 14431 ; 24000
114000 ; 1000 ; 852 ; 309 ; 13454 ; 24000
350000 ; 1000 ; 886 ; 291 ; 14621 ; 24000
114000 ; 1000 ; 844 ; 279 ; 13408 ; 24000
350000 ; 1000 ; 858 ; 315 ; 14433 ; 24000
166000 ; 1000 ; 817 ; 283 ; 13583 ; 24000
114000 ; 1000 ; 844 ; 327 ; 13531 ; 24000
350000 ; 1000 ; 878 ; 301 ; 14508 ; 24000
166000 ; 1000 ; 853 ; 315 ; 13698 ; 24000
114000 ; 1000 ; 860 ; 298 ; 13514 ; 24000
350000 ; 1000 ; 873 ; 296 ; 14406 ; 24000
166000 ; 1000 ; 833 ; 321 ; 13600 ; 24000
114000 ; 1000 ; 869 ; 294 ; 13618 ; 24000
350000 ; 1000 ; 877 ; 294 ; 14500 ; 24000
166000 ; 1000 ; 838 ; 317 ; 13658 ; 24000
114000 ; 1000 ; 859 ; 317 ; 13513 ; 24000
350000 ; 1000 ; 871 ; 278 ; 14444 ; 24000
166000 ; 1000 ; 846 ; 296 ; 13582 ; 24000
114000 ; 1000 ; 852 ; 294 ; 13549 ; 24000
350000 ; 1000 ; 851 ; 294 ; 14424 ; 24000
166000 ; 1000 ; 835 ; 308 ; 13611 ; 24000
114000 ; 1000 ; 867 ; 325 ; 13521 ; 24000
350000 ; 1000 ; 854 ; 290 ; 14371 ; 24000
166000 ; 1000 ; 825 ; 309 ; 13539 ; 24000
114000 ; 1000 ; 849 ; 294 ; 13413 ; 24000
350000 ; 1000 ; 871 ; 307 ; 14473 ; 24000
166000 ; 1000 ; 842 ; 326 ; 13683 ; 24000
114000 ; 1000 ; 839 ; 296 ; 13576 ; 24000
166000 ; 1000 ; 815 ; 314 ; 13578 ; 24000
350000 ; 1000 ; 882 ; 292 ; 14472 ; 24000
166000 ; 1000 ; 828 ; 290 ; 13707 ; 24000
162000 ; 1000 ; 851 ; 326 ; 13827 ; 24000
162000 ; 1000 ; 836 ; 282 ; 13791 ; 24000
166000 ; 1000 ; 860 ; 307 ; 13765 ; 24000
70000 ; 1000 ; 838 ; 279 ; 12664 ; 24000
162000 ; 1000 ; 859 ; 318 ; 13908 ; 24000
166000 ; 1000 ; 879 ; 321 ; 13597 ; 24000
70000 ; 1000 ; 819 ; 314 ; 12506 ; 24000
162000 ; 1000 ; 850 ; 293 ; 13763 ; 24000
166000 ; 1000 ; 862 ; 296 ; 13594 ; 24000
70000 ; 1000 ; 832 ; 314 ; 12692 ; 24000
162000 ; 1000 ; 848 ; 293 ; 13876 ; 24000
166000 ; 1000 ; 888 ; 296 ; 13831 ; 24000
70000 ; 1000 ; 815 ; 292 ; 12531 ; 24000
162000 ; 1000 ; 858 ; 294 ; 13807 ; 24000
166000 ; 1000 ; 869 ; 298 ; 13633 ; 24000
70000 ; 1000 ; 804 ; 284 ; 12560 ; 24000
162000 ; 1000 ; 845 ; 279 ; 13756 ; 24000
166000 ; 1000 ; 866 ; 301 ; 13778 ; 24000
70000 ; 1000 ; 823 ; 296 ; 12656 ; 24000
162000 ; 1000 ; 859 ; 295 ; 14007 ; 24000
70000 ; 1000 ; 829 ; 308 ; 12616 ; 24000
166000 ; 1000 ; 884 ; 315 ; 13688 ; 24000
162000 ; 1000 ; 833 ; 309 ; 13710 ; 24000
70000 ; 1000 ; 817 ; 300 ; 12657 ; 24000
166000 ; 1000 ; 867 ; 290 ; 13733 ; 24000
162000 ; 1000 ; 851 ; 303 ; 13858 ; 24000
70000 ; 1000 ; 825 ; 312 ; 12602 ; 24000
166000 ; 1000 ; 875 ; 297 ; 13772 ; 24000
70000 ; 1000 ; 831 ; 312 ; 12742 ; 24000
166000 ; 1000 ; 848 ; 283 ; 13648 ; 24000
300000 ; 1000 ; 854 ; 297 ; 14552 ; 24000
70000 ; 1000 ; 872 ; 312 ; 12834 ; 24000
300000 ; 1000 ; 860 ; 281 ; 14736 ; 24000
70000 ; 1000 ; 866 ; 303 ; 12804 ; 24000
