Nb_of_games_learned ; Nb_of_games_test ; Agent_game_won ; Random_game_won ; Recognized_states ; Total_states
23000 ; 1000 ; 841 ; 309 ; 11510 ; 24000
7000 ; 1000 ; 802 ; 308 ; 10627 ; 24000
9000 ; 1000 ; 776 ; 280 ; 9497 ; 24000
23000 ; 1000 ; 834 ; 316 ; 11797 ; 24000
8000 ; 1000 ; 777 ; 298 ; 10411 ; 24000
5300 ; 1000 ; 809 ; 302 ; 10642 ; 24000
6100 ; 1000 ; 820 ; 297 ; 10492 ; 24000
3500 ; 1000 ; 753 ; 293 ; 9749 ; 24000
17000 ; 1000 ; 844 ; 299 ; 11087 ; 24000
23000 ; 1000 ; 853 ; 325 ; 11687 ; 24000
9000 ; 1000 ; 793 ; 327 ; 9563 ; 24000
7000 ; 1000 ; 826 ; 281 ; 10506 ; 24000
8000 ; 1000 ; 775 ; 315 ; 10416 ; 24000
18000 ; 1000 ; 839 ; 316 ; 11156 ; 24000
23000 ; 1000 ; 828 ; 306 ; 11661 ; 24000
3500 ; 1000 ; 734 ; 313 ; 9759 ; 24000
6100 ; 1000 ; 817 ; 308 ; 10443 ; 24000
5300 ; 1000 ; 814 ; 312 ; 10695 ; 24000
23000 ; 1000 ; 844 ; 289 ; 11615 ; 24000
17000 ; 1000 ; 828 ; 274 ; 10993 ; 24000
9000 ; 1000 ; 811 ; 321 ; 9551 ; 24000
7000 ; 1000 ; 819 ; 281 ; 10589 ; 24000
8000 ; 1000 ; 767 ; 313 ; 10372 ; 24000
3500 ; 1000 ; 737 ; 303 ; 9670 ; 24000
23000 ; 1000 ; 858 ; 310 ; 11690 ; 24000
23000 ; 1000 ; 815 ; 309 ; 11588 ; 24000
17000 ; 1000 ; 852 ; 286 ; 11080 ; 24000
5300 ; 1000 ; 791 ; 345 ; 10515 ; 24000
6100 ; 1000 ; 790 ; 278 ; 10445 ; 24000
9000 ; 1000 ; 788 ; 303 ; 9485 ; 24000
7000 ; 1000 ; 802 ; 310 ; 10568 ; 24000
18000 ; 1000 ; 826 ; 315 ; 11178 ; 24000
23000 ; 1000 ; 857 ; 323 ; 11573 ; 24000
3500 ; 1000 ; 755 ; 292 ; 9748 ; 24000
17000 ; 1000 ; 863 ; 306 ; 11181 ; 24000
23000 ; 1000 ; 802 ; 296 ; 11645 ; 24000
5300 ; 1000 ; 813 ; 313 ; 10493 ; 24000
6100 ; 1000 ; 792 ; 294 ; 10375 ; 24000
9000 ; 1000 ; 799 ; 316 ; 9547 ; 24000
7000 ; 1000 ; 786 ; 291 ; 10551 ; 24000
23000 ; 1000 ; 858 ; 317 ; 11579 ; 24000
3500 ; 1000 ; 778 ; 305 ; 9898 ; 24000
17000 ; 1000 ; 845 ; 305 ; 11177 ; 24000
23000 ; 1000 ; 808 ; 296 ; 11547 ; 24000
9000 ; 1000 ; 793 ; 303 ; 9470 ; 24000
5300 ; 1000 ; 826 ; 320 ; 10552 ; 24000
6100 ; 1000 ; 804 ; 329 ; 10435 ; 24000
7000 ; 1000 ; 808 ; 288 ; 10586 ; 24000
18000 ; 1000 ; 829 ; 296 ; 11113 ; 24000
23000 ; 1000 ; 850 ; 287 ; 11690 ; 24000
3500 ; 1000 ; 773 ; 311 ; 9811 ; 24000
17000 ; 1000 ; 857 ; 275 ; 11123 ; 24000
9000 ; 1000 ; 781 ; 298 ; 9481 ; 24000
7000 ; 1000 ; 807 ; 285 ; 10626 ; 24000
5300 ; 1000 ; 794 ; 311 ; 10428 ; 24000
6800 ; 1000 ; 803 ; 297 ; 10613 ; 24000
23000 ; 1000 ; 804 ; 295 ; 11610 ; 24000
23000 ; 1000 ; 842 ; 323 ; 11606 ; 24000
31000 ; 1000 ; 841 ; 296 ; 11580 ; 24000
17000 ; 1000 ; 855 ; 260 ; 11160 ; 24000
9000 ; 1000 ; 775 ; 287 ; 9555 ; 24000
7000 ; 1000 ; 806 ; 279 ; 10564 ; 24000
23000 ; 1000 ; 860 ; 296 ; 11625 ; 24000
5300 ; 1000 ; 823 ; 294 ; 10539 ; 24000
6800 ; 1000 ; 805 ; 287 ; 10542 ; 24000
10000 ; 1000 ; 800 ; 290 ; 10692 ; 24000
23000 ; 1000 ; 811 ; 290 ; 11743 ; 24000
31000 ; 1000 ; 852 ; 294 ; 11610 ; 24000
17000 ; 1000 ; 858 ; 314 ; 11254 ; 24000
9000 ; 1000 ; 764 ; 291 ; 9495 ; 24000
7000 ; 1000 ; 809 ; 268 ; 10658 ; 24000
23000 ; 1000 ; 868 ; 312 ; 11662 ; 24000
5300 ; 1000 ; 787 ; 331 ; 10462 ; 24000
31000 ; 1000 ; 832 ; 307 ; 11618 ; 24000
6800 ; 1000 ; 800 ; 311 ; 10462 ; 24000
17000 ; 1000 ; 857 ; 302 ; 11220 ; 24000
23000 ; 1000 ; 801 ; 300 ; 11528 ; 24000
9000 ; 1000 ; 781 ; 308 ; 9389 ; 24000
7000 ; 1000 ; 816 ; 299 ; 10556 ; 24000
28000 ; 1000 ; 851 ; 305 ; 11805 ; 24000
10000 ; 1000 ; 800 ; 290 ; 10560 ; 24000
31000 ; 1000 ; 841 ; 287 ; 11663 ; 24000
17000 ; 1000 ; 848 ; 295 ; 11169 ; 24000
5100 ; 1000 ; 797 ; 315 ; 10520 ; 24000
6800 ; 1000 ; 776 ; 329 ; 10485 ; 24000
23000 ; 1000 ; 772 ; 285 ; 11505 ; 24000
9000 ; 1000 ; 804 ; 316 ; 10379 ; 24000
7000 ; 1000 ; 822 ; 297 ; 10526 ; 24000
28000 ; 1000 ; 843 ; 298 ; 11972 ; 24000
31000 ; 1000 ; 837 ; 294 ; 11691 ; 24000
6800 ; 1000 ; 805 ; 312 ; 10544 ; 24000
5100 ; 1000 ; 792 ; 289 ; 10482 ; 24000
18000 ; 1000 ; 868 ; 308 ; 11283 ; 24000
9000 ; 1000 ; 811 ; 273 ; 10425 ; 24000
28000 ; 1000 ; 838 ; 324 ; 11886 ; 24000
7000 ; 1000 ; 784 ; 295 ; 10482 ; 24000
22000 ; 1000 ; 807 ; 318 ; 11258 ; 24000
10000 ; 1000 ; 804 ; 306 ; 10616 ; 24000
31000 ; 1000 ; 834 ; 342 ; 11602 ; 24000
18000 ; 1000 ; 843 ; 296 ; 11189 ; 24000
6800 ; 1000 ; 801 ; 295 ; 10556 ; 24000
5100 ; 1000 ; 788 ; 297 ; 10479 ; 24000
9000 ; 1000 ; 809 ; 330 ; 10362 ; 24000
28000 ; 1000 ; 855 ; 309 ; 11946 ; 24000
7000 ; 1000 ; 836 ; 286 ; 10785 ; 24000
31000 ; 1000 ; 842 ; 297 ; 11653 ; 24000
22000 ; 1000 ; 794 ; 294 ; 11360 ; 24000
18000 ; 1000 ; 856 ; 295 ; 11298 ; 24000
28000 ; 1000 ; 858 ; 288 ; 11887 ; 24000
9000 ; 1000 ; 797 ; 303 ; 10410 ; 24000
6800 ; 1000 ; 808 ; 319 ; 10485 ; 24000
5100 ; 1000 ; 770 ; 300 ; 10414 ; 24000
31000 ; 1000 ; 839 ; 315 ; 11608 ; 24000
7000 ; 1000 ; 824 ; 310 ; 10628 ; 24000
10000 ; 1000 ; 793 ; 304 ; 10628 ; 24000
22000 ; 1000 ; 817 ; 299 ; 11375 ; 24000
18000 ; 1000 ; 831 ; 315 ; 11172 ; 24000
28000 ; 1000 ; 845 ; 326 ; 11950 ; 24000
9000 ; 1000 ; 790 ; 286 ; 10303 ; 24000
31000 ; 1000 ; 859 ; 318 ; 11637 ; 24000
7000 ; 1000 ; 814 ; 305 ; 10615 ; 24000
6800 ; 1000 ; 801 ; 320 ; 10465 ; 24000
5100 ; 1000 ; 811 ; 300 ; 10436 ; 24000
22000 ; 1000 ; 810 ; 298 ; 11306 ; 24000
18000 ; 1000 ; 849 ; 305 ; 11288 ; 24000
28000 ; 1000 ; 854 ; 321 ; 11865 ; 24000
9000 ; 1000 ; 804 ; 312 ; 10404 ; 24000
31000 ; 1000 ; 839 ; 304 ; 11510 ; 24000
10000 ; 1000 ; 816 ; 300 ; 10629 ; 24000
7000 ; 1000 ; 815 ; 307 ; 10629 ; 24000
6800 ; 1000 ; 805 ; 295 ; 10519 ; 24000
5100 ; 1000 ; 809 ; 305 ; 10396 ; 24000
28000 ; 1000 ; 823 ; 315 ; 11826 ; 24000
18000 ; 1000 ; 859 ; 308 ; 11362 ; 24000
9000 ; 1000 ; 799 ; 304 ; 10402 ; 24000
3200 ; 1000 ; 760 ; 284 ; 9747 ; 24000
22000 ; 1000 ; 810 ; 321 ; 11166 ; 24000
7000 ; 1000 ; 809 ; 335 ; 10611 ; 24000
6800 ; 1000 ; 805 ; 280 ; 10541 ; 24000
5100 ; 1000 ; 780 ; 304 ; 10410 ; 24000
28000 ; 1000 ; 831 ; 280 ; 11829 ; 24000
18000 ; 1000 ; 858 ; 311 ; 11322 ; 24000
9000 ; 1000 ; 820 ; 302 ; 10473 ; 24000
3200 ; 1000 ; 734 ; 315 ; 9731 ; 24000
10000 ; 1000 ; 800 ; 303 ; 10619 ; 24000
7000 ; 1000 ; 808 ; 317 ; 10549 ; 24000
22000 ; 1000 ; 809 ; 303 ; 11275 ; 24000
6800 ; 1000 ; 807 ; 284 ; 10495 ; 24000
5100 ; 1000 ; 780 ; 311 ; 10583 ; 24000
28000 ; 1000 ; 851 ; 291 ; 12002 ; 24000
18000 ; 1000 ; 866 ; 329 ; 11344 ; 24000
3200 ; 1000 ; 746 ; 284 ; 9698 ; 24000
9000 ; 1000 ; 796 ; 306 ; 10247 ; 24000
7000 ; 1000 ; 799 ; 293 ; 10595 ; 24000
22000 ; 1000 ; 789 ; 310 ; 11229 ; 24000
6800 ; 1000 ; 788 ; 306 ; 10585 ; 24000
5100 ; 1000 ; 783 ; 313 ; 10424 ; 24000
25000 ; 1000 ; 836 ; 332 ; 11562 ; 24000
18000 ; 1000 ; 850 ; 283 ; 11361 ; 24000
3200 ; 1000 ; 747 ; 286 ; 9743 ; 24000
9000 ; 1000 ; 797 ; 307 ; 10366 ; 24000
10000 ; 1000 ; 814 ; 282 ; 10655 ; 24000
7000 ; 1000 ; 820 ; 308 ; 10603 ; 24000
22000 ; 1000 ; 836 ; 307 ; 11402 ; 24000
25000 ; 1000 ; 840 ; 318 ; 11620 ; 24000
18000 ; 1000 ; 849 ; 299 ; 11316 ; 24000
3200 ; 1000 ; 748 ; 262 ; 9770 ; 24000
5100 ; 1000 ; 813 ; 289 ; 10526 ; 24000
900 ; 1000 ; 653 ; 313 ; 8325 ; 24000
7000 ; 1000 ; 820 ; 291 ; 10671 ; 24000
25000 ; 1000 ; 817 ; 290 ; 11547 ; 24000
22000 ; 1000 ; 805 ; 309 ; 11209 ; 24000
3200 ; 1000 ; 732 ; 294 ; 9682 ; 24000
900 ; 1000 ; 646 ; 320 ; 8313 ; 24000
10000 ; 1000 ; 820 ; 299 ; 10658 ; 24000
6800 ; 1000 ; 784 ; 309 ; 10435 ; 24000
5800 ; 1000 ; 801 ; 303 ; 10641 ; 24000
19000 ; 1000 ; 851 ; 315 ; 11239 ; 24000
7000 ; 1000 ; 781 ; 297 ; 10289 ; 24000
25000 ; 1000 ; 834 ; 282 ; 11616 ; 24000
3200 ; 1000 ; 740 ; 306 ; 9688 ; 24000
900 ; 1000 ; 640 ; 312 ; 8321 ; 24000
22000 ; 1000 ; 798 ; 292 ; 11195 ; 24000
19000 ; 1000 ; 861 ; 292 ; 11299 ; 24000
6800 ; 1000 ; 783 ; 322 ; 10520 ; 24000
5800 ; 1000 ; 797 ; 286 ; 10555 ; 24000
7000 ; 1000 ; 809 ; 308 ; 10443 ; 24000
25000 ; 1000 ; 845 ; 306 ; 11662 ; 24000
3200 ; 1000 ; 721 ; 287 ; 9731 ; 24000
10000 ; 1000 ; 802 ; 327 ; 10597 ; 24000
900 ; 1000 ; 659 ; 307 ; 8265 ; 24000
19000 ; 1000 ; 859 ; 317 ; 11301 ; 24000
7000 ; 1000 ; 801 ; 331 ; 10498 ; 24000
6800 ; 1000 ; 804 ; 295 ; 10487 ; 24000
5800 ; 1000 ; 816 ; 304 ; 10662 ; 24000
25000 ; 1000 ; 846 ; 310 ; 11679 ; 24000
20000 ; 1000 ; 830 ; 331 ; 11267 ; 24000
3200 ; 1000 ; 751 ; 290 ; 9782 ; 24000
900 ; 1000 ; 630 ; 303 ; 8234 ; 24000
19000 ; 1000 ; 836 ; 273 ; 11362 ; 24000
7000 ; 1000 ; 783 ; 310 ; 10369 ; 24000
6800 ; 1000 ; 797 ; 299 ; 10437 ; 24000
5800 ; 1000 ; 794 ; 316 ; 10677 ; 24000
25000 ; 1000 ; 839 ; 287 ; 11639 ; 24000
20000 ; 1000 ; 800 ; 295 ; 11265 ; 24000
3200 ; 1000 ; 723 ; 303 ; 9694 ; 24000
10000 ; 1000 ; 821 ; 323 ; 10764 ; 24000
900 ; 1000 ; 638 ; 303 ; 8284 ; 24000
19000 ; 1000 ; 870 ; 303 ; 11351 ; 24000
7000 ; 1000 ; 805 ; 306 ; 10506 ; 24000
25000 ; 1000 ; 842 ; 299 ; 11702 ; 24000
6800 ; 1000 ; 792 ; 308 ; 10413 ; 24000
5800 ; 1000 ; 791 ; 290 ; 10628 ; 24000
36000 ; 1000 ; 816 ; 289 ; 11606 ; 24000
20000 ; 1000 ; 796 ; 291 ; 11310 ; 24000
19000 ; 1000 ; 848 ; 303 ; 11312 ; 24000
900 ; 1000 ; 645 ; 317 ; 8275 ; 24000
7000 ; 1000 ; 812 ; 288 ; 10420 ; 24000
25000 ; 1000 ; 836 ; 298 ; 11676 ; 24000
5800 ; 1000 ; 813 ; 292 ; 10687 ; 24000
6800 ; 1000 ; 790 ; 306 ; 10364 ; 24000
36000 ; 1000 ; 837 ; 305 ; 11592 ; 24000
10000 ; 1000 ; 796 ; 278 ; 10619 ; 24000
19000 ; 1000 ; 867 ; 307 ; 11303 ; 24000
900 ; 1000 ; 633 ; 323 ; 8225 ; 24000
20000 ; 1000 ; 793 ; 273 ; 11275 ; 24000
25000 ; 1000 ; 836 ; 295 ; 11637 ; 24000
7000 ; 1000 ; 796 ; 298 ; 10429 ; 24000
5800 ; 1000 ; 806 ; 303 ; 10682 ; 24000
6800 ; 1000 ; 772 ; 318 ; 10501 ; 24000
36000 ; 1000 ; 843 ; 299 ; 11646 ; 24000
19000 ; 1000 ; 862 ; 300 ; 11354 ; 24000
900 ; 1000 ; 634 ; 296 ; 8315 ; 24000
20000 ; 1000 ; 837 ; 300 ; 11642 ; 24000
7000 ; 1000 ; 800 ; 281 ; 10469 ; 24000
20000 ; 1000 ; 789 ; 304 ; 11206 ; 24000
36000 ; 1000 ; 840 ; 311 ; 11605 ; 24000
5800 ; 1000 ; 797 ; 294 ; 10604 ; 24000
6000 ; 1000 ; 781 ; 294 ; 10311 ; 24000
10000 ; 1000 ; 772 ; 297 ; 10446 ; 24000
19000 ; 1000 ; 836 ; 295 ; 11151 ; 24000
900 ; 1000 ; 644 ; 281 ; 8299 ; 24000
20000 ; 1000 ; 825 ; 310 ; 11713 ; 24000
7000 ; 1000 ; 777 ; 287 ; 10416 ; 24000
20000 ; 1000 ; 805 ; 324 ; 11185 ; 24000
36000 ; 1000 ; 834 ; 286 ; 11701 ; 24000
5800 ; 1000 ; 799 ; 317 ; 10507 ; 24000
19000 ; 1000 ; 843 ; 300 ; 11233 ; 24000
20000 ; 1000 ; 840 ; 308 ; 11629 ; 24000
9000 ; 1000 ; 808 ; 300 ; 10310 ; 24000
7000 ; 1000 ; 779 ; 311 ; 10309 ; 24000
36000 ; 1000 ; 824 ; 286 ; 11681 ; 24000
20000 ; 1000 ; 830 ; 305 ; 11429 ; 24000
10000 ; 1000 ; 763 ; 297 ; 10503 ; 24000
20000 ; 1000 ; 837 ; 306 ; 11677 ; 24000
5800 ; 1000 ; 802 ; 305 ; 10532 ; 24000
9000 ; 1000 ; 801 ; 309 ; 10256 ; 24000
6000 ; 1000 ; 798 ; 324 ; 10379 ; 24000
16000 ; 1000 ; 821 ; 302 ; 11165 ; 24000
7000 ; 1000 ; 798 ; 288 ; 10562 ; 24000
36000 ; 1000 ; 861 ; 320 ; 11790 ; 24000
20000 ; 1000 ; 821 ; 296 ; 11376 ; 24000
20000 ; 1000 ; 825 ; 302 ; 11699 ; 24000
9000 ; 1000 ; 821 ; 297 ; 10260 ; 24000
5500 ; 1000 ; 812 ; 319 ; 10652 ; 24000
16000 ; 1000 ; 842 ; 316 ; 11183 ; 24000
6000 ; 1000 ; 796 ; 318 ; 10419 ; 24000
7000 ; 1000 ; 807 ; 335 ; 10670 ; 24000
36000 ; 1000 ; 821 ; 328 ; 11720 ; 24000
10000 ; 1000 ; 773 ; 291 ; 10425 ; 24000
20000 ; 1000 ; 833 ; 307 ; 11670 ; 24000
9000 ; 1000 ; 806 ; 303 ; 10309 ; 24000
20000 ; 1000 ; 803 ; 315 ; 11234 ; 24000
16000 ; 1000 ; 838 ; 312 ; 11228 ; 24000
7000 ; 1000 ; 808 ; 284 ; 10471 ; 24000
5500 ; 1000 ; 770 ; 273 ; 10551 ; 24000
6000 ; 1000 ; 786 ; 294 ; 10418 ; 24000
36000 ; 1000 ; 865 ; 289 ; 11733 ; 24000
20000 ; 1000 ; 817 ; 294 ; 11705 ; 24000
9000 ; 1000 ; 806 ; 299 ; 10306 ; 24000
16000 ; 1000 ; 828 ; 318 ; 11114 ; 24000
7000 ; 1000 ; 800 ; 310 ; 10492 ; 24000
20000 ; 1000 ; 833 ; 294 ; 11267 ; 24000
36000 ; 1000 ; 849 ; 310 ; 11760 ; 24000
5500 ; 1000 ; 812 ; 307 ; 10630 ; 24000
6000 ; 1000 ; 803 ; 309 ; 10512 ; 24000
20000 ; 1000 ; 841 ; 307 ; 11810 ; 24000
10000 ; 1000 ; 785 ; 303 ; 10450 ; 24000
9000 ; 1000 ; 828 ; 332 ; 10487 ; 24000
16000 ; 1000 ; 839 ; 302 ; 11214 ; 24000
7000 ; 1000 ; 813 ; 307 ; 10621 ; 24000
32000 ; 1000 ; 833 ; 316 ; 11671 ; 24000
5500 ; 1000 ; 809 ; 304 ; 10661 ; 24000
20000 ; 1000 ; 815 ; 338 ; 11677 ; 24000
6000 ; 1000 ; 792 ; 312 ; 10330 ; 24000
26000 ; 1000 ; 806 ; 323 ; 11357 ; 24000
9000 ; 1000 ; 818 ; 297 ; 10311 ; 24000
16000 ; 1000 ; 846 ; 294 ; 11311 ; 24000
7000 ; 1000 ; 831 ; 315 ; 10677 ; 24000
32000 ; 1000 ; 839 ; 312 ; 11712 ; 24000
20000 ; 1000 ; 819 ; 291 ; 11754 ; 24000
5500 ; 1000 ; 795 ; 318 ; 10501 ; 24000
10000 ; 1000 ; 808 ; 271 ; 10624 ; 24000
6000 ; 1000 ; 778 ; 273 ; 10391 ; 24000
26000 ; 1000 ; 817 ; 315 ; 11504 ; 24000
9000 ; 1000 ; 806 ; 302 ; 10307 ; 24000
16000 ; 1000 ; 845 ; 323 ; 11168 ; 24000
7000 ; 1000 ; 798 ; 304 ; 10538 ; 24000
32000 ; 1000 ; 840 ; 335 ; 11679 ; 24000
22000 ; 1000 ; 838 ; 308 ; 11382 ; 24000
5500 ; 1000 ; 809 ; 282 ; 10659 ; 24000
6000 ; 1000 ; 837 ; 298 ; 10575 ; 24000
9000 ; 1000 ; 826 ; 296 ; 10447 ; 24000
26000 ; 1000 ; 807 ; 310 ; 11455 ; 24000
16000 ; 1000 ; 849 ; 311 ; 11136 ; 24000
7000 ; 1000 ; 813 ; 289 ; 10616 ; 24000
32000 ; 1000 ; 836 ; 297 ; 11562 ; 24000
22000 ; 1000 ; 853 ; 292 ; 11442 ; 24000
10000 ; 1000 ; 781 ; 260 ; 10583 ; 24000
5500 ; 1000 ; 787 ; 326 ; 10611 ; 24000
9000 ; 1000 ; 810 ; 296 ; 10351 ; 24000
6000 ; 1000 ; 789 ; 290 ; 10586 ; 24000
16000 ; 1000 ; 847 ; 312 ; 11161 ; 24000
32000 ; 1000 ; 824 ; 294 ; 11645 ; 24000
7000 ; 1000 ; 802 ; 292 ; 10591 ; 24000
26000 ; 1000 ; 785 ; 327 ; 11331 ; 24000
22000 ; 1000 ; 828 ; 311 ; 11383 ; 24000
5500 ; 1000 ; 798 ; 285 ; 10596 ; 24000
9000 ; 1000 ; 812 ; 298 ; 10702 ; 24000
16000 ; 1000 ; 820 ; 295 ; 11085 ; 24000
32000 ; 1000 ; 831 ; 326 ; 11656 ; 24000
6700 ; 1000 ; 801 ; 289 ; 10455 ; 24000
7000 ; 1000 ; 793 ; 326 ; 10466 ; 24000
26000 ; 1000 ; 814 ; 322 ; 11363 ; 24000
22000 ; 1000 ; 838 ; 282 ; 11489 ; 24000
10000 ; 1000 ; 782 ; 309 ; 10600 ; 24000
9000 ; 1000 ; 818 ; 305 ; 10665 ; 24000
5500 ; 1000 ; 798 ; 313 ; 10543 ; 24000
32000 ; 1000 ; 856 ; 306 ; 11691 ; 24000
12000 ; 1000 ; 815 ; 303 ; 10609 ; 24000
6700 ; 1000 ; 799 ; 341 ; 10492 ; 24000
7000 ; 1000 ; 799 ; 323 ; 10599 ; 24000
22000 ; 1000 ; 857 ; 315 ; 11416 ; 24000
26000 ; 1000 ; 788 ; 312 ; 11380 ; 24000
9000 ; 1000 ; 798 ; 299 ; 10619 ; 24000
32000 ; 1000 ; 846 ; 301 ; 11710 ; 24000
5500 ; 1000 ; 808 ; 286 ; 10534 ; 24000
12000 ; 1000 ; 834 ; 297 ; 10679 ; 24000
22000 ; 1000 ; 853 ; 316 ; 11416 ; 24000
6700 ; 1000 ; 805 ; 298 ; 10545 ; 24000
7000 ; 1000 ; 801 ; 288 ; 10582 ; 24000
10000 ; 1000 ; 800 ; 312 ; 10650 ; 24000
26000 ; 1000 ; 814 ; 307 ; 11517 ; 24000
32000 ; 1000 ; 837 ; 290 ; 11673 ; 24000
9000 ; 1000 ; 788 ; 283 ; 10537 ; 24000
12000 ; 1000 ; 831 ; 313 ; 10673 ; 24000
22000 ; 1000 ; 823 ; 280 ; 11362 ; 24000
5400 ; 1000 ; 796 ; 281 ; 10497 ; 24000
7000 ; 1000 ; 799 ; 304 ; 10428 ; 24000
6700 ; 1000 ; 777 ; 275 ; 10460 ; 24000
32000 ; 1000 ; 843 ; 276 ; 11635 ; 24000
9000 ; 1000 ; 801 ; 278 ; 10591 ; 24000
26000 ; 1000 ; 804 ; 293 ; 11428 ; 24000
22000 ; 1000 ; 845 ; 290 ; 11465 ; 24000
12000 ; 1000 ; 832 ; 299 ; 10646 ; 24000
7000 ; 1000 ; 806 ; 294 ; 10561 ; 24000
5400 ; 1000 ; 805 ; 321 ; 10649 ; 24000
10000 ; 1000 ; 795 ; 309 ; 10425 ; 24000
6700 ; 1000 ; 780 ; 312 ; 10463 ; 24000
3500 ; 1000 ; 748 ; 309 ; 9757 ; 24000
9000 ; 1000 ; 793 ; 299 ; 10516 ; 24000
22000 ; 1000 ; 834 ; 302 ; 11345 ; 24000
12000 ; 1000 ; 846 ; 302 ; 10811 ; 24000
26000 ; 1000 ; 813 ; 288 ; 11574 ; 24000
7000 ; 1000 ; 800 ; 293 ; 10619 ; 24000
5400 ; 1000 ; 790 ; 313 ; 10668 ; 24000
6700 ; 1000 ; 789 ; 295 ; 10397 ; 24000
3500 ; 1000 ; 739 ; 330 ; 9650 ; 24000
9000 ; 1000 ; 782 ; 306 ; 10520 ; 24000
22000 ; 1000 ; 852 ; 309 ; 11375 ; 24000
12000 ; 1000 ; 811 ; 276 ; 10638 ; 24000
7000 ; 1000 ; 805 ; 315 ; 10544 ; 24000
26000 ; 1000 ; 796 ; 302 ; 11339 ; 24000
12000 ; 1000 ; 776 ; 298 ; 10879 ; 24000
5400 ; 1000 ; 794 ; 330 ; 10641 ; 24000
3500 ; 1000 ; 753 ; 309 ; 9671 ; 24000
6700 ; 1000 ; 792 ; 286 ; 10432 ; 24000
9000 ; 1000 ; 822 ; 329 ; 10633 ; 24000
23000 ; 1000 ; 852 ; 296 ; 11634 ; 24000
12000 ; 1000 ; 818 ; 317 ; 10626 ; 24000
7000 ; 1000 ; 807 ; 305 ; 10493 ; 24000
3500 ; 1000 ; 752 ; 323 ; 9725 ; 24000
2000 ; 1000 ; 684 ; 316 ; 9091 ; 24000
5400 ; 1000 ; 800 ; 332 ; 10576 ; 24000
9000 ; 1000 ; 799 ; 305 ; 10643 ; 24000
6700 ; 1000 ; 802 ; 318 ; 10599 ; 24000
23000 ; 1000 ; 847 ; 280 ; 11613 ; 24000
12000 ; 1000 ; 836 ; 310 ; 10732 ; 24000
7000 ; 1000 ; 796 ; 326 ; 10583 ; 24000
12000 ; 1000 ; 818 ; 306 ; 10935 ; 24000
3500 ; 1000 ; 728 ; 296 ; 9716 ; 24000
9000 ; 1000 ; 832 ; 290 ; 10632 ; 24000
5400 ; 1000 ; 778 ; 276 ; 10749 ; 24000
23000 ; 1000 ; 843 ; 288 ; 11628 ; 24000
2000 ; 1000 ; 680 ; 289 ; 8866 ; 24000
6700 ; 1000 ; 778 ; 293 ; 10431 ; 24000
12000 ; 1000 ; 834 ; 298 ; 10708 ; 24000
7000 ; 1000 ; 805 ; 287 ; 10652 ; 24000
3500 ; 1000 ; 724 ; 331 ; 9548 ; 24000
23000 ; 1000 ; 834 ; 307 ; 11633 ; 24000
9000 ; 1000 ; 814 ; 290 ; 10511 ; 24000
5400 ; 1000 ; 800 ; 319 ; 10547 ; 24000
12000 ; 1000 ; 817 ; 303 ; 10644 ; 24000
2000 ; 1000 ; 671 ; 279 ; 8858 ; 24000
6700 ; 1000 ; 821 ; 307 ; 10572 ; 24000
7000 ; 1000 ; 800 ; 290 ; 10568 ; 24000
12000 ; 1000 ; 805 ; 315 ; 10861 ; 24000
3500 ; 1000 ; 742 ; 321 ; 9741 ; 24000
23000 ; 1000 ; 839 ; 323 ; 11710 ; 24000
9000 ; 1000 ; 796 ; 288 ; 10561 ; 24000
5400 ; 1000 ; 805 ; 338 ; 10663 ; 24000
1900 ; 1000 ; 716 ; 314 ; 9179 ; 24000
6000 ; 1000 ; 815 ; 299 ; 10546 ; 24000
7200 ; 1000 ; 814 ; 283 ; 10653 ; 24000
2000 ; 1000 ; 686 ; 305 ; 8931 ; 24000
3500 ; 1000 ; 757 ; 287 ; 9934 ; 24000
23000 ; 1000 ; 838 ; 302 ; 11555 ; 24000
9000 ; 1000 ; 819 ; 310 ; 10592 ; 24000
1900 ; 1000 ; 743 ; 294 ; 9176 ; 24000
5400 ; 1000 ; 815 ; 302 ; 10668 ; 24000
7200 ; 1000 ; 807 ; 305 ; 10637 ; 24000
12000 ; 1000 ; 787 ; 310 ; 10810 ; 24000
6000 ; 1000 ; 804 ; 325 ; 10524 ; 24000
3500 ; 1000 ; 727 ; 278 ; 9676 ; 24000
23000 ; 1000 ; 826 ; 287 ; 11554 ; 24000
2000 ; 1000 ; 689 ; 301 ; 8940 ; 24000
9000 ; 1000 ; 805 ; 306 ; 10475 ; 24000
1900 ; 1000 ; 736 ; 288 ; 9150 ; 24000
5400 ; 1000 ; 802 ; 311 ; 10649 ; 24000
7200 ; 1000 ; 808 ; 300 ; 10577 ; 24000
3500 ; 1000 ; 742 ; 316 ; 9657 ; 24000
23000 ; 1000 ; 841 ; 293 ; 11522 ; 24000
6000 ; 1000 ; 772 ; 299 ; 10547 ; 24000
9000 ; 1000 ; 795 ; 321 ; 10528 ; 24000
2000 ; 1000 ; 651 ; 305 ; 8831 ; 24000
1900 ; 1000 ; 723 ; 307 ; 9119 ; 24000
7200 ; 1000 ; 807 ; 303 ; 10670 ; 24000
12000 ; 1000 ; 807 ; 328 ; 10802 ; 24000
5300 ; 1000 ; 825 ; 303 ; 10721 ; 24000
3100 ; 1000 ; 752 ; 292 ; 9522 ; 24000
